国内外 研究 显示 ， 前列腺
组织 并不 能 完全 反映
并不 能 完全 反映 其他
肿瘤 的 多 克隆 性
有 前列腺 多个 肿瘤 位点
， 而且 不 会 忽视 肿瘤
Blank 本 研究 不仅 在
Zimp7mRNA 而且 发现 其 在
Blank Blank 据此 ， 检测
表达 水平 有 可能 补充 或者
可能 补充 或者 取代 血清
同样 也 有 可能 减少 不必要
， 本 研究 结果 提示
研究 结果 提示 ， 检测
基于 既往 研究 显示 Zimp7
既往 研究 显示 Zimp7 是
， 并 推测 Zimp7 失调
Zimp7 失调 可能 通过 异常
因此 本 研究 也为 深入
了 理论 依据 。 Blank
1999年 在 比较 前列 腺癌
前列腺 组织 之间 RNA 表达
首 次 被 发现 ， 隶属于
腺癌 中 最 常见 的 是
5 ] 发现 前列 腺癌
， 并 可以 降低 不
一 项 验证 尿液 中
性能 的 多 中心 研究
多 中心 研究 进一步 支持
了 前述 研究 观点 ：
之前 的 研究 [ 3
与 相关 研究 [ 2
， 均 显示 PCA3 是
， 尤其是 当 患者 持续
更 有助于 判断 是否 需要
有助于 判断 是否 需要 再次
， 还有 研究 显示 PCA3
还有 研究 显示 PCA3 数值
Blank Blank 近年 来 ， 科学界
科学界 逐渐 发现 起初 被
发现 起初 被 认为 是 基因组
运输 等 多 种 重要 的
Blank Blank 近期 ， Wang
Wang 等 发现 HULC （
Gupta 等 发现 一 个
的 lncRNA 能 通过 PRC2
这些 为 研究 前列 腺癌
前列腺癌 的 研究 中 ，
， 相关 研究 显示 一
相关 研究 显示 一 种
， 而且 能够 促进 前列
Blank 本 研究 以 前列
LNCaP 为 研究 对象 ，
Blank 结果 发现 ， PCA3siRNA
的 强度 最 大 ；
法 检测 发现 ， 细胞
形成 实验 显示 ， 干扰
的 表达 能够 显著 减弱
Blank 这些 表明 灭活 PCA3
灭活 PCA3 能够 抑制 前列
， 本 研究 结果 提示
研究 结果 提示 ， PCA3
， PCA3 可 成为 治疗
了 理论 依据 。 Blank
分子 生物学 研究 使得 针对
临床 实验 证实 舒尼替 尼
舒尼替 尼 可以 显著 延长
] 的 多 中心 的
临床 实验 报道 舒尼 替
47% ， 比较 干扰素 α组
Blank 舒尼替尼 较 干扰素 α
Blank 在 多个 临床 指南
已 被 推荐 用于 一
美 人群 相似 [ 4-6]
Blank 本 研究 的 中位
之前 的 文献 报道 相似 。
文献 报道 相似 。 Blank
Blank Blank 文献 报道 ， 舒尼替尼
Blank 本 研究 的 非透明
， 不足以 得出 舒尼替尼 在
， 间接 提示 非 透明
患者 同样 可以 从 舒尼替尼
Blank Blank 文献 报道 在 真实
Blank 本 研究 中 位
转移 组 较 多 脏器 转移
生存 曲线 表现 出 分离 的
积累 更 多 的 病例
转移 组 较 多 脏器 转移
病理 组 较 穿刺 确诊
Blank Blank 我们 认为 这个 区别
这个 区别 可能 来自 患者
不同 ， 多 脏器 转移
组 分别 较 单一 脏器
Blank 也 有 文献 报道 ， 瘤
瘤 负荷 较 大 的 患者 的
和 PFS 相对 较 短
PFS 相对 较 短 。
Blank Blank 有 研究 报道 ， MSKCC
ECOG 评分 可以 提示 肾癌
评分 可以 提示 肾癌 患者
在 本 研究 中 ，
1 分组 比较 ， 中位
， 但 表现 出 分离 倾向
在 本 研究 中 ，
1 项 或 多项 的
治疗 后 大部分 患者 均
患者 均 可 耐受 ，
减轻 ， 表现 出 对 舒尼替尼
对 舒尼替尼 较 好 的
反应 呈 明显 的 剂量
与 其他 文献 报道 相符 。
处理 后 可以 耐受 ，
耐受 ， 严重 不良 反应
Blank Blank 近年 来 ， 胃癌
] ， 将 胃肠 胰
组织 化学 证实 腺癌 中
列 ， 被 称为 腺癌 伴
， 并 将 其 归为
下 难以 判断 ， 免疫
已 成为 最 重要 的
Blank 在 众多 的 神经 内分泌
1 ] 提出 ， 必须
分裂 象 数 和 （
和 （ 或 ） Ki-67
NSE 来 判断 神经 内分泌
NED 进行 研究 时 ，
组合 项目 数 不 尽
组化 阳性 判断 标准 上
各 家 研究 结果 的
Blank Blank 我们 认为 对 HE
HE 染色 疑似 伴 NED
、 淋巴结 是否 受累 以及
受累 以及 是否 存在 远处
仔细 探查 是否 存在 多发
多发 灶 或 并存 其他
Blank 本 研究 中 伴
内分泌 细胞 能 产生 促
肿瘤 中 显示 出 很
显示 出 很 好 的 效果
它 不仅 可以 减轻 功能性
， 还 可以 通过 阻断
Blank 目前 多数 学者 认为
目前 多数 学者 认为 肿瘤 伴
细胞 获得 较 强 的
， 肿瘤 很 快 进入
快 进入 相对 晚期 [
Blank 本 研究 也 发现
研究 也 发现 ， 在
病人 占 大多数 ， 且
， 各 文献 报道 不同 。
9 ] 研究 发现 胃癌
] 研究 发现 胃癌 伴
等 也 得出 了 相似
得出 了 相似 的 结论
相似 的 结论 。 Blank
Blank 但 Radi 等 认为 ， 伴
分化 虽然 可能 不 是
独立 的 提示 肿瘤 预后
， 但 可以 在 一定
但 可以 在 一定 程度 上 影响 肿瘤
Blank 本 研究 中 伴有
13 ] 报道 的 相符
生存 时间 明显 短 于
Blank Blank 多 因素 分析
分析 结果 显示 ， 患者
但是 伴 或 不 伴
因此 ， 本 研究 认为 ， 胃癌
伴 NED 可能 在 胃癌
作用 ， 是否 伴 NED
伴 NED 可以 作为 辅助
作为 辅助 判断 胃癌 预后
这 一 部分 特殊 病例
伴有 NED 可能 是 胃癌
之一 ， 判断 是否 伴有
， 判断 是否 伴有 NED
进行 预后 评估 及 辅助
选择 有 一定 价值 。
拟定 ， 将 有待于 进一步
有待于 进一步 研究 。 Blank
供 由 多 组 血管
Blank Blank 多数 学者 将颈横
， 而 将 走 行于
上 3/5 或 2/3 的
下 2/5 或 1/3 区域
斜 方肌 主要 由 DSA
皮瓣 远端 可 达 肩胛
Blank 本 研究 中 的
Blank 对于 多 次 手术 复发
解剖 结构 明显 破坏 的
及 重建 尤为 困难 ，
Muramatsu 等 指出 ， 背部
成功 覆盖 尤为 困难 ，
于 接受 过 受损 侧
皮瓣 因为 太 远 也
因为 太 远 也 不
也 不 能 覆盖 受损
Blank 本 研究 的 6
为 反复 多 次 局部 复发
复发 ， 多数 病例 不同
， 需 部分 或 大部分
需 部分 或 大部分 切除
部分 或 大部分 切除 ，
阔肌 不 能 成为 可
能 成为 可 供 转移
Blank 本 研究 中 ，
肿瘤 包括 部分 乳腺 组织
组织 、 大部分 胸大肌 、
切取 最好 能 满足 供
， 即便 如此 ， 无论
无论 植皮 还是 皮瓣 都
要 承受 一定 的 张力 及
加压 也 可能 会 出现 皮肤
Blank 本 研究 对 3
区 不 能 直接 闭合
神经 需 部分 切除 者
Blank Blank 应该 强调 的
新 辅助 或 辅助 放
Blank 本 研究 6 例
例 接受 过 1 个
模型 是 研究 肿瘤 转移
， 为了 研究 其 生物学
学者 应用 多 种 方法 建立
模型 ， 主要 为 裸鼠
不 适于 研究 机体 整体
在 癌症 研究 中 ，
病理学 等 许多 方面 都
方面 都 非常 相似 ，
都 非常 相似 ， 可
相似 ， 可 视为 建立
建立 肿瘤 研究 模型 的
Blank 目前 常 用 的 建立 小鼠
的 方法 主要 有 ：
向 靶器官 远 距离 转移
转移 率 可 达 100%
种植 法 基本上 使用 的
技术 水平 较 高 ，
癌性 腹水 严重 ， 肝转移
8 ] 比较 了 经
转移 灶 多 为 散 在
， 数目 较 少 、
、 体积 较 小 ，
无法 满足 较 大 组织
， 且 常常 由于 脾内
死亡 ， 可见 此 方法
整体 功能 研究 。 Blank
Blank 本 研究 选用 具有
肿瘤 组织 较 多 ， 足以
足以 满足 各 种 检测 方法
虽然 脾脏 可见 肿瘤 形成
过程 ， 能 较 好
， 能 较 好 地
本 模型 很 好地 模拟
， 对于 研究 CRC 肝转移
， 可为 研究 机体 免疫
Blank Blank 当 肿瘤 细胞
体液 免疫 主要 是 通过
下 ， 将 外周 血中
生产 出 大量 抗体 来
Blank Blank 当 肿瘤 细胞
， 则 表现 为 肿瘤 迅速
Blank Blank 研究 发现 在
Blank 研究 发现 在 肿瘤
性 白细胞 可 通过 某些
等 的 研究 资料 显示
研究 资料 显示 ， 在
Blank 本 研究 发现 ，
本 研究 发现 ， 模型
转化 ， 主要 表现 为
， 主要 表现 为 肿瘤 相关
Blank 有 研究 证实 ，
有 研究 证实 ， TAM
中 的 主要 炎症 细胞
角色 ， 可 协同 肿瘤
转移 ， 可能 是 浸润性
转移 的 主要 来源 [
， 可为 研究 CRC 肝转移
Blank Blank 研究 证实 ，
Blank 研究 证实 ， 肿瘤
作用 ， 提示 可通过 药物
机体 免疫学 或 细胞学 功能
的 疫苗 可能 是 控制
根治 的 主要 原因 。
还 原酶 能够 将 硝酸盐
原酶 能够 将 硝酸盐 还原
Blank Blank 如果 硝酸盐 还
的 因素 有 可能 成为 治疗
活性 起着 非常 重要 的
的 丧失 可能 会 导致 硝酸盐
合成 相关酶 很 有 可能 成为
很 有 可能 成为 新
Blank 布鲁氏菌 能够 引起 怀孕
细胞 内 大量 繁殖 ，
繁殖 ， 经常 引起 胎盘炎
滋养层 细胞 之间 存在 着
操纵 子 可 表达 代谢
赤藓醇 的 主要 途径 。
目前 实验 研究 集中 于
吞噬 细胞 之间 的 相互
影响 的 研究 成果 较
研究 成果 较 少 。
Blank Blank 探索 布鲁氏菌 ery
的 功能 将 有助于 揭示
将 有助于 揭示 布鲁氏菌 引发
， 是 公认 的 免疫
从 侧面 说明 Δery 缺失
宿主 后 主要 以 Th1
国内外 的 研究 中 均
均 有 相似 的 报道
相似 的 报道 [ 16
纽带 ， 能 活化 巨噬细胞
在 本 研究 中 发现
研究 中 发现 Δery 缺失
株 ， 说明 获得性 免疫
引发 的 急性 感染 中
- α 主要 参与 细胞
检测 结果 看来 ， 布鲁氏菌
后 宿主 主要 还 是
Blank 本 研究 中 Δery
的 毒力 明显 减弱 ，
， 这 可能 是 由于
， 毒力 明显 下降 。
计数 结果 显示 ， 缺失
株 毒力 较 亲本 株
株 也 明显 下降 ，
下降 ， 可能 是 由于
Blank 本 研究 构建 的
为 后期 研究 该 缺失
也 为 揭示 布鲁氏菌 引起
提供 了 一定 的 理论 基础
菌株 毒力 明显 下降 ，
提供 了 一定 的 参考 依据
的 参考 依据 。 Blank
不 是 很 清楚 。
中 的 研究 相对 较
的 研究 相对 较 多
研究 相对 较 多 ， 在
， 在 许多 癌症 中
中 都 发现 Cdc20 .
， 这 可能 是 由于
Cdc20 . 过 表达 引起
. 的 过 表达 促进
20 的 过 表达 表现
过 表达 表现 出 SAC 受损
功能 缺陷 将 导致 异常
多倍体 、 多 核 细胞
Blank Blank 如果 Cdc20 .
细胞 周期 将 会 出现 紊乱
生长 异常 极 有 可能
异常 极 有 可能 引起 肿瘤
20 ] 发现 ， CDC
积累 了 大量 cyclinB 。
Blank 结果 表明 ， Cdc20
等 的 研究 发现 ，
的 研究 发现 ， Cdc20
的 缺失 会 导致 小鼠
Blank 结果 证明 ， CDC
一 个 很 复杂 的
Cdc20 . 可能 会 出现 纺锤体
中 ， 一些 关键 蛋白质
不 足 往往 是 其
高 的 主要 因素 。
Blank Blank 根据 染色体 分离
后 不 能 发育 至
Blank Blank 有 报道 显示 ， Cdc20
内 的 含量 提高 ，
藉此 获得 较 高 的
试验 结果 显示 ， 在
， 这 可能 与其 发挥
） 按 一定 的 顺序 被
后 才 能 与 MAD2
MAD1 蛋白 将 MAD2 蛋白
后 才 能 结合 CDC
蛋白 ， 若 MAD1 蛋白
MAD1 蛋白 未 被 磷酸化 、
. 蛋白 未 被 MCC 释放
原因 都 可能 造成 CDC
， 因此 推断 CDC 20
cyclinB ， 可能 是 CDC
的 表达 意味 着 外源 Cdc20
， 这 有可能 是 翻译
， 也 可能 与 动物
机制 有 少许 差异 。
表达 需要 一定 的 时间 ，
表达 的 研究 提供 一
， 我们 得出 结论 : 在
即 有 明显 的 蛋白
的 方法 研究 基因 超
的 时间点 至少 要 早
Blank Blank 近来 研究 表明
Blank 近来 研究 表明 ，
近来 研究 表明 ， 在
， 强烈 提示 DNA 损伤
， 并 认为 导致 As
DNA 损伤 最 直接 的
9 ] 研究 进一步 提出
研究 进一步 提出 ， DNA
Blank 这些 研究 均 说明
研究 均 说明 ， DNA
代谢 异常 是否 会 损伤
异常 是否 会 损伤 DNA
两 者 之间 是否 存在
者 之间 是否 存在 正
分离 后 主要 以 游离
何 影响 能 有助于 认识
免疫 荧光法 观察 到 了
到 了 表明 DNA 损伤
电泳 也 观察 到 DNA
， 还 发现 DNA 损伤
实验 结果 表明 ， 胆固醇
抗氧化剂 NAC 可 降低 了
这些 结果 提示 ， 当
提示 ， 当 体内 胆固醇
细胞 内 或 细胞 间
的 胆固醇 可 诱导 hUVECs
， 也 表明 高 胆固醇
关系 是 近年 来 国内外 研究
来 国内外 研究 细胞 DNA
种 ， 普遍 存在 于
Blank Blank 研究 发现 ，
Blank 研究 发现 ， H2A
序列 与 一些 低等 真核
进化 上 高度 保守 ，
残 基 可 被 磷脂
进一步 募集 许多 与 损伤
1998年 首先 观察 到 在
磷酸化 后 可 形成 γ
焦点 ， 发现 所 形成
数量 上 呈现 1 ∶
进一步 实验 研究 证明 ，
实验 研究 证明 ， γ
Blank 故 可 根据 研究
故 可 根据 研究 需要
可 根据 研究 需要 ，
需要 ， 应 用 γ
分析 ， 显示 细胞 核
， 也 可 利用 流式
γ H2AX 含量 的 变化
H2AX 已 被 认为 是 细胞
， 也 称 彗星 实验
的 DNA 会 在 电场
下 ， 可 观察 到
， 可 观察 到 受损
分析 即 可 判断 单细胞
即 可 判断 单细胞 水平
Blank 本 研究 通过 不同
γ H2AX 含量 的 变化
实验 进一步 证实 了 胆固醇
， 还 有待 深入 研究
有待 深入 研究 。 Blank
本 文 研究 了 2450.MHz
实验 结果 表明 : （
作用 更加 明显 。 Blank
率 走势 基本 一致 ，
率 曲线 几乎 呈 一
变化 不 明显 ， 但
抑制 率 明显 不同 ，
不同 ， 表现 为 随着 暴露
抑制 率 明显 增大 。
电流 ， 表现 为 磁场 暴露
作用 更加 明显 。 Blank
曲线 趋势 大致 相同 ，
相同 ， 基本 呈 直线
上 ， 尤其 在 心肌
， 甚至 可以 说 可 兴奋
可以 说 可 兴奋 细胞
生理 信号 在 很 大 程度 上 有 不同
本 论文 研究 了 2450.MHz
， 进一步 探讨 了 射频
为 进一步 揭示 非 热
代谢 异常 主要 表现 为
异常 主要 表现 为 骨形 成
9 ] 研究 发现 ，
] 研究 发现 ， 高
高 糖 可以 增加 细胞
细胞 凋亡 明显 增加 ，
增加 ， 表明 高 糖
糖 环境 可 通过 诱导
Blank 线粒体 可以 通过 caspase
和 非依赖性 多 种 途径 引起
本 实验 发现 ， 随着
膜 电位 明显 的 下降
， 这 可能 是 由于
的 下降 可以 促使 Bax
本 实验 发现 ， 高
增加 ， 说明 cyto -
中 ， 可以 与 caspase-9
caspase-9 又 可以 进一步 剪切
增加 ， 说明 在 高糖
增加 ， 表明 AIF 从
， 本 研究 表明 ，
本 研究 表明 ， 随着
Blank Blank 过 表达 RBP4
器官 ， 能 分泌 多
能 分泌 多 种 脂肪 细胞
Blank Blank 研究 显示 ，
Blank 研究 显示 ， 脂肪
表达 紊乱 会 导致 肥胖
RBP4 是 近年 来 新 发现
来 新 发现 的 脂肪
RBP4 水平 能够 有效 提高
Blank 这些 研究 都 表明
研究 都 表明 ， 脂肪
代谢 综合征 之间 的 潜在
影响 还 有待 进一步 明确
Blank Blank 研究 表明 ，
Blank 研究 表明 ， RBP4
中 表达 较 高 [4~6，15
前期 的 研究 结果 [
也 都 证明 ， 无论是
活体 水平 还是 细胞 水平
水平 ， 当 脂肪 沉积
脂肪 沉积 明显 增加 都
差别 ， 有可能 是 由于
我们 检测 发现 与 猪
数据 未 显示 ） 。
数据 未 显示 ） 。
转染 效率 较 低 的
简单 、 可 反复 扩繁
GFP ， 说明 获得 的
腺病毒 有 较 强 的
感染力 ， 能够 满足 后期
幅度 存在 明显 差别 ，
Blank 这 有 可能 是 功能
染色 ， 过 表达 RBP4
Real-timePCR 结果 说明 ， 过
说明 ， 过 表达 RBP4
， RBP4 可能 通过 降低
添加 病毒 会 对 细胞
细胞 造成 一定 程度 的 损伤
原因 ， 是否 与 细胞
细胞 增殖 或 诱导 凋亡
机制 还 有待 进一步 研究 。 Blank
1 ] 探讨 了 RBP4
， RBP4 可能 通过 影响
中 RBP4 含量 与 胰岛素
因此 我们 推测 ， RBP4
， RBP4 有 可能 通过 胰岛素
Blank 而 过 表达 RBP4
表达 RBP4 是否 对 猪
需要 后续 研究 验证 。
后续 研究 验证 。 Blank
， RBP4 能 抑制 猪
为 进一步 研究 RBP4 在
作用 蛋白 预测 及 验证
预测 及 验证 Blank Blank
Blank Blank 近年 来 ， 随着
， 随着 各 种 组学 研究
种 组学 研究 进展 ，
丰富 和 预测 方法 的
生物 信息学 预测 的 准确率
在 生物学 研究 中 的
应用 成为 可能 。 Blank
Blank Blank 尤其 利用 生物
信息学 方法 预测 蛋白 相互
更 是 近年 来 的 研究
来 的 研究 热点 。
生物 信息学 预测 蛋白 相互
相互 作用 主要 方法 有
有 以下 几 种 [ 13
作用 做出 预测 ， 并不
， 并不 能 真实 反映
Blank 本 研究 就 是
文献 的 报道 ， 方便
快捷 地 预测 了 NDRG2
通过 实验 验证 显示 NDRG2
实验 验证 显示 NDRG2 蛋白
NDRG2 蛋白 可以 和 Rgs5
， 减少 研究 的 盲目性
如 传统 研究 蛋白质 相互
策略 更 能 省时 ，
， 降低 研究 成本 。
Blank Blank 通常 已知 蛋白质
相互 作用 会 对 同源
作用 的 研究 提供 了
复合物 的 预测 方法 也
我们 在 研究 中 利用
信息学 方法 预测 到 NDRG2
， 我们 发现 以往 的
的 的 研究 结果 表明
研究 结果 表明 ， 在
分子 NDRG1 能够 和 Rgs
Blank Blank 根据 这些 信息
信息 ， 推测 NDRG2 与
的 可能性 极 大 ，
方证 也 证实 了 我们
我们 的 推测 。 Blank
了 我们 研究 策略 的
Blank 它 可以 促进 G
